20 September Shai Hulud + Crowdstrike + Mass Exploit - Consolidation,@huntersofbook/i18n@v0.8.2,@huntersofbook,i18n,v0.8.2,PREVOUS REPORT
25-Nov,@huntersofbook/ui@v0.5.1,@huntersofbook,ui,v0.5.1,NEW FINDING
,@hyperlook/telemetry-sdk@v1.0.19,@hyperlook,telemetry-sdk,v1.0.19,N/A
25-Nov,@ifelsedeveloper/protocol-contracts-svm-idl@v0.1.2,@ifelsedeveloper,protocol-contracts-svm-idl,v0.1.2,NEW FINDING
25-Nov,@ifelsedeveloper/protocol-contracts-svm-idl@v0.1.3,@ifelsedeveloper,protocol-contracts-svm-idl,v0.1.3,NEW FINDING
25-Nov,@ifings/design-system@v4.9.2,@ifings,design-system,v4.9.2,NEW FINDING
,@ifings/metatron3@v0.1.5,@ifings,metatron3,v0.1.5,N/A
,@jayeshsadhwani/telemetry-sdk@v1.0.14,@jayeshsadhwani,telemetry-sdk,v1.0.14,N/A
25-Nov,@kvytech/cli@v0.0.7,@kvytech,cli,v0.0.7,NEW FINDING
25-Nov,@kvytech/components@v0.0.2,@kvytech,components,v0.0.2,NEW FINDING
25-Nov,@kvytech/habbit-e2e-test@v0.0.2,@kvytech,habbit-e2e-test,v0.0.2,NEW FINDING
25-Nov,@kvytech/medusa-plugin-announcement@v0.0.8,@kvytech,medusa-plugin-announcement,v0.0.8,NEW FINDING
25-Nov,@kvytech/medusa-plugin-management@v0.0.5,@kvytech,medusa-plugin-management,v0.0.5,NEW FINDING
25-Nov,@kvytech/medusa-plugin-newsletter@v0.0.5,@kvytech,medusa-plugin-newsletter,v0.0.5,NEW FINDING
25-Nov,@kvytech/medusa-plugin-product-reviews@v0.0.9,@kvytech,medusa-plugin-product-reviews,v0.0.9,NEW FINDING
25-Nov,@kvytech/medusa-plugin-promotion@v0.0.2,@kvytech,medusa-plugin-promotion,v0.0.2,NEW FINDING
25-Nov,@kvytech/web@v0.0.2,@kvytech,web,v0.0.2,NEW FINDING
25-Nov,@lessondesk/api-client@v9.12.3,@lessondesk,api-client,v9.12.3,NEW FINDING
25-Nov,@lessondesk/babel-preset@v1.0.1,@lessondesk,babel-preset,v1.0.1,NEW FINDING
,@lessondesk/electron-group-api-client@v1.0.3,@lessondesk,electron-group-api-client,v1.0.3,N/A
